Tweet,0,1,2,3
"['<user>', '<user>', 'wow', 'not', 'heard', 'this', 'in', 'forever', 'random', 'but', 'great', 'xph']",1.0,0.0,0.0,0.0
"['me', 'and', 'these', 'burns', 'that', 'i', 'pick', 'up', 'off', 'the', 'pitches', 'dont', 'get', 'on', 'at', 'all', 'like', 'sting']",0.0,0.0,1.0,0.0
"['icq', 'is', 'just', 'making', 'me', 'mad', 'icq', 'angry']",0.0,0.0,0.0,1.0
"['if', 'angry', 'bash', 'out', 'your', 'frustration', 'on', 'the', 'pastry', 'gbbo']",0.0,0.0,1.0,0.0
"['<user>', 'than', 'straight', 'people', 'even', 'the', 'arse', 'straight', 'guys', 'who', 'think', 'that', 'means', 'a', 'threesome', 'is', 'fine', 'angry', 'fuming']",0.0,0.0,0.0,1.0
"['oh', 'daaaaaaamn', '<user>', 'getitgirl', 'girlpower', 'anger', 'rawr', 'chicagopd']",1.0,0.0,0.0,0.0
"['<user>', 'oh', 'dear', 'i', 'have', 'to', 'watch', 'this', 'the', 'woman', 'with', 'the', 'pout', 'did', 'well']",0.0,1.0,0.0,0.0
"['he', 'totally', 'knew', 'about', 'it', 'trump', 'finally', 'gets', 'revenge', 'for', 'his', 'soninlaws', 'prosecutionimprisonment', 'and', 'throws', 'christie', 'under', 'the', 'bus']",0.0,1.0,0.0,0.0
"['<user>', 'decorations', 'are', 'up', 'all', 'over', 'jersey', 'already', 'outrage']",0.0,0.0,1.0,0.0
"['were', 'going', 'to', 'get', 'city', 'in', 'the', 'next', 'round', 'for', 'a', 'revenge']",0.0,1.0,0.0,0.0
"['<user>', 'or', 'in', 'my', 'case', 'a', 'raging', 'moody', 'cow', 'lol', 'why', 'i', 'buy', 'moody', 'cow', 'socks', 'lol']",1.0,0.0,0.0,0.0
"['no', 'respect', 'for', 'people', 'who', 'force', 'their', 'opinions', 'on', 'to', 'others', 'yet', 'get', 'offended', 'when', 'someone', 'does', 'the', 'same', 'to', 'them']",0.0,0.0,1.0,0.0
"['heres', 'a', 'tip', 'for', 'everyone', 'stop', 'being', 'offended', 'end', 'offended', 'quit', 'youredumb', 'liveyourownlife']",0.0,0.0,1.0,0.0
"['why', 'to', 'have', 'vanity', 'sizesnow', 'sizes', 'sxsevenxxs', 'sometimes', 'are', 'too', 'big', 'wtf', 'dear', 'corporate', 'jerks', 'lithuania', 'didnt', 'need', 'this', 'rant', 'angry']",0.0,0.0,0.0,1.0
"['ultimately', 'keithscott', 'wasnt', 'the', 'man', 'they', 'were', 'there', 'to', 'hand', 'an', 'arrest', 'warrant', 'to', 'thats', 'what', 'we', 'know', 'thats', 'enough', 'to', 'cause', 'outrage']",0.0,0.0,0.0,1.0
"['i', 'genuinely', 'think', 'i', 'have', 'anger', 'issues']",0.0,0.0,1.0,0.0
"['nick', 'said', 'hes', 'territorial', 'and', 'hell', 'growl', 'if', 'someone', 'gets', 'too', 'close', 'to', 'me', 'hesananimal']",0.0,1.0,0.0,0.0
"['<user>', 'just', 'by', 'getting', 'lost', 'i', 'dont', 'want', 'to', 'see', 'you', 'in', 'my', 'eyes', 'hungary', 'huffed', 'and', 'crossed', 'her', 'arms', 'looking', 'away', 'angrily']",0.0,0.0,1.0,0.0
"['in', 'fact', 'sometimes', 'i', 'dont', 'get', 'furious', 'at', 'people', 'who', 'wrong', 'me', 'but', 'i', 'get', 'furious', 'at', 'myself', 'for', 'being', 'a', 'fool']",0.0,0.0,1.0,0.0
"['good', 'luck', 'to', 'all', 'furyhaney', 'players', 'playing', 'this', 'weekend', 'at', 'the', 'future', 'stars', 'showcase', 'in', 'frisco', 'tx', 'kgb', 'gtown', 'fury']",0.0,1.0,0.0,0.0
"['when', 'you', 'forget', 'to', 'mention', 'you', 'were', 'bought', 'dreamboys', 'tickets', 'raging']",0.0,1.0,0.0,0.0
"['all', 'this', 'from', 'a', 'cigarette', 'burning', 'in', 'lauras', 'hand', 'the', 'angle', 'of', 'her', 'chin', 'the', 'purse', 'of', 'her', 'lips', 'gorgeous', '<user>']",1.0,0.0,0.0,0.0
"['so', 'rangers', 'v', 'celtic', 'll', 'revenge']",1.0,0.0,0.0,0.0
"['scorpios', 'can', 'withdraw', 'to', 'a', 'quiet', 'place', 'after', 'being', 'hurt', 'only', 'to', 'think', 'of', 'a', 'plan', 'to', 'sting', 'back']",0.0,0.0,1.0,0.0
"['<user>', '<user>', 'haha', 'actually', 'after', 'the', 'doggies', 'im', 'barracking', 'for', 'anyone', 'but', 'gws']",0.0,1.0,0.0,0.0
"['<user>', 'i', 'personally', 'liked', 'relentless', 'didnt', 'get', 'ourhouse', 'onejersey', 'werealldevilsinside', 'ndoes', 'nothing', 'till', 'a', 'puck', 'drops', 'njdevils']",1.0,0.0,0.0,0.0
"['i', 'can', 'see', 'how', 'this', 'will', 'endnin', 'all', 'its', 'bitter', 'tragedynill', 'give', 'you', 'all', 'i', 'have', 'to', 'spendnand', 'youll', 'give', 'nothing', 'back', 'to', 'me']",0.0,0.0,1.0,0.0
"['tonights', 'dragrace', 'allstars', 'episode', 'gave', 'me', 'life', 'yaassss', 'queens', 'teamalaska', 'teamkatya', 'revenge', 'bwahaha']",1.0,0.0,0.0,0.0
"['you', 'complain', 'all', 'the', 'time', 'and', 'then', 'wonder', 'why', 'people', 'never', 'want', 'to', 'see', 'you', 'you', 'acc', 'rile', 'me', 'up', 'stfuuu']",0.0,0.0,0.0,1.0
"['everything', 'i', 'see', 'of', 'american', 'police', 'training', 'seems', 'calculated', 'to', 'trample', 'human', 'dignity', 'inflame', 'outrage', 'and', 'escalate', 'confrontations']",0.0,0.0,1.0,0.0
"['i', 'wanna', 'kill', 'you', 'and', 'destroy', 'you', 'i', 'want', 'you', 'died', 'and', 'i', 'want', 'flint', 'back', 'emo', 'scene', 'fuck', 'die', 'hatered']",0.0,0.0,0.0,1.0
"['<user>', 'thanks', 'for', 'saying', 'my', 'wife', 'and', 'i', 'were', 'getting', 'our', 'iphones', 'today', 'and', 'then', 'losing', 'both', 'of', 'them', 'with', 'no', 'eta', 'thanks']",0.0,0.0,1.0,0.0
"['<user>', 'i', 'did', 'that', 'days', 'later', 'my', 'order', 'isnt', 'even', 'in', 'the', 'same', 'postcode', 'as', 'me']",0.0,0.0,1.0,0.0
"['<user>', 'i', 'dont', 'think', 'monalisa', 'has', 'respect', 'for', 'anyone', 'but', 'herself', 'i', 'think', 'shell', 'ruffle', 'a', 'few', 'feathers', 'thejail']",0.0,0.0,0.0,1.0
"['another', 'loss', 'to', 'city', 'in', 'the', 'cup', 'next', 'cmon', 'united']",1.0,0.0,0.0,0.0
"['so', 'im', 'not', 'being', 'shady', 'but', 'one', 'of', 'jongdaes', 'ex', 'rumoured', 'girlfriends', 'is', 'going', 'on', 'wgm', 'im', 'not', 'saying', 'im', 'over', 'joyed', 'but', 'im', 'over', 'joyed', 'bitter']",0.0,1.0,0.0,0.0
"['unbelievable', 'takes', 'minutes', 'to', 'get', 'through', 'to', '<user>', 'then', 'theres', 'a', 'fault', 'and', 'the', 'call', 'hangs', 'up', 'treatcustomersfairly']",0.0,0.0,1.0,0.0
"['<user>', '<user>', 'i', 'dont', 'know', 'wasnt', 'punk', 'mostly', 'about', 'white', 'men', 'throwing', 'tantrums']",1.0,0.0,0.0,0.0
"['skipping', 'meals', 'is', 'the', 'national', 'way', 'of', 'showing', 'disappointment', 'and', 'wiz']",1.0,0.0,0.0,0.0
"['<user>', 'hes', 'stupid', 'i', 'hate', 'him', 'lol', 'bitter']",0.0,0.0,0.0,1.0
"['<user>', 'bitter', 'sums', 'it', 'up', 'congrats', 'nicole', 'thats', 'all', 'folks', 'bb', 'now', 'onto', 'survivor']",1.0,0.0,0.0,0.0
"['<user>', 'any', 'time', 'a', 'man', 'who', 'got', 'paid', 'to', 'throw', 'temper', 'tantrums', 'speaks', 'up', 'you', 'gotta', 'listen']",0.0,0.0,1.0,0.0
"['i', 'wonder', 'what', 'would', 'happen', 'if', 'i', 'were', 'to', 'tell', 'some', 'people', 'the', 'truth', 'savage', 'uhoh', 'angry']",0.0,0.0,1.0,0.0
"['cheap', 'pout', 'my', 'brodcast']",1.0,0.0,0.0,0.0
"['houston', 'might', 'lose', 'a', 'coach', 'tomorrow', 'or', 'by', 'midnight', 'yikes', 'offense']",1.0,0.0,0.0,0.0
"['<user>', '<user>', 'has', 'turned', 'into', 'a', 'rather', 'fiery', 'gg', 'radical']",0.0,0.0,1.0,0.0
"['<user>', '<user>', '<user>', 'this', 'man', 'is', 'an', 'affront', 'to', 'our', 'justice', 'system']",0.0,0.0,0.0,1.0
"['when', 'youve', 'still', 'got', 'a', 'whole', 'season', 'of', 'wentworth', 'to', 'watch', 'and', 'a', 'stupid', 'cunt', 'in', 'work', 'ruins', 'it', 'for', 'us', '<user>', 'oldcunt']",0.0,0.0,0.0,1.0
"['<user>', '<user>', 'wow', 'i', 'just', 'realized', 'how', 'much', 'of', 'a', 'sexist', 'pig', 'i', 'am', 'i', 'am', 'truly', 'sorry', 'to', 'anyone', 'i', 'offended']",0.0,1.0,0.0,0.0
"['howard', 'webb', 'always', 'held', 'up', 'as', 'knowing', 'the', 'answers', 'no', 'red', 'sutton', 'and', 'craigan', 'raging', 'hahaha']",0.0,1.0,0.0,0.0
"['<user>', 'with', 'a', 'frown', 'she', 'lets', 'out', 'a', 'distraught', 'gardevoir', 'saying', 'that', 'she', 'wishes', 'she', 'had', 'a', 'trainer']",0.0,1.0,0.0,0.0
"['some', 'of', 'the', 'casuals', 'tweets', 'that', 'vic', 'has', 'faved', 'are', 'making', 'me', 'gag']",0.0,0.0,0.0,1.0
"['<user>', 'terence', 'got', 'a', 'lot', 'of', 'anger', 'issues', 'from', 'my', 'family', 'and', 'school']",0.0,0.0,0.0,1.0
"['<user>', 'hes', 'spent', 'his', 'campaign', 'dividing', 'people', 'up', 'and', 'pitting', 'them', 'against', 'each', 'other', 'his', 'message', 'is', 'to', 'fear', 'and', 'resent', 'the', 'other']",0.0,0.0,1.0,0.0
"['<user>', 'she', 'was', 'winning', 'this', 'war', 'that', 'had', 'been', 'raging', 'on', 'inside', 'of', 'his', 'mind', 'the', 'desire', 'and', 'love', 'all', 'rolling', 'into', 'something', 'he']",1.0,0.0,0.0,0.0
"['<user>', 'jared', 'snap']",1.0,0.0,0.0,0.0
"['<user>', 'you', 'came', 'in', 'at', 'silly', 'oclock', 'and', 'woke', 'me', 'up', 'thats', 'what', 'happened', 'wasted', 'fuming']",0.0,0.0,0.0,1.0
"['finally', 'uploaded', 'the', 'file', 'i', 'needed', 'to', 'the', 'university', 'servers', 'drop', 'box', 'it', 'took', 'like', 'half', 'an', 'hour', 'and', 'a', 'lot', 'of', 'cursing', 'and', 'anger', 'on', 'my', 'part']",0.0,0.0,1.0,0.0
"['my', 'nephew', 'sees', 'that', 'i', 'have', 'a', 'frown', 'on', 'my', 'face', 'and', 'he', 'tells', 'me', 'youre', 'beautiful']",1.0,0.0,0.0,0.0
"['actually', 'be', 'arsed', 'with', 'my', 'sister', 'sometimes', 'she', 'controls', 'the', 'tv', 'of', 'the', 'time', 'and', 'when', 'i', 'watch', 'one', 'thing', 'she', 'gets', 'in', 'a', 'huff']",0.0,0.0,1.0,0.0
"['<user>', 'just', 'to', 'help', 'maintain', 'and', 'boost', 'our', 'status', 'as', 'a', 'world', 'class', 'centre', 'for', 'education', 'culture', 'and', 'tolerance', 'outrage']",0.0,1.0,0.0,0.0
"['theres', 'this', 'bpharm', 'guy', 'eish', 'that', 'guy', 'brings', 'anger', 'into', 'my', 'life', 'when', 'i', 'see', 'him', 'nje', 'like', 'darkness', 'fills', 'me', '<user>', 'will', 'know']",0.0,0.0,0.0,1.0
"['says', 'who', 'are', 'you', 'to', 'compared', 'me', 'with', 'the', 'others', 'im', 'just', 'human', 'lit', 'fire']",0.0,0.0,1.0,0.0
"['no', 'nipples', 'dont', 'offend', 'me', 'lol', 'but', 'its', 'sad', 'to', 'me', 'to', 'see', 'women', 'purposely', 'flauntingsexualizing', 'their', 'own', 'bodies', 'in', 'a', 'very', 'immodest', 'way']",0.0,0.0,1.0,0.0
"['i', 'hope', 'my', 'hustle', 'dont', 'offend', 'nobody']",1.0,0.0,0.0,0.0
"['ramos', 'does', 'what', 'he', 'does', 'best', 'burning', 'haters', 'with', 'his', 'head']",0.0,0.0,1.0,0.0
"['<user>', 'i', 'wasnt', 'meaning', 'to', 'offend', 'you', 'i', 'was', 'saying', 'from', 'personal', 'experience', 'kids', 'got', 'placed', 'into', 'these', 'classes', 'and', 'they', 'take', 'advantage']",0.0,1.0,0.0,0.0
"['if', 'my', 'luck', 'the', 'rest', 'of', 'fall', 'goes', 'anything', 'like', 'today', 'i', 'think', 'im', 'going', 'to', 'like', 'this', 'season', 'bestdayever', 'magic', 'work']",1.0,0.0,0.0,0.0
"['follow', 'me', 'on', 'snapchat', 'carlabtst', 'snapchat']",1.0,0.0,0.0,0.0
"['<user>', 'if', 'it', 'hurts', 'too', 'much', 'to', 'eat', 'i', 'read', 'somewhere', 'that', 'marshmallows', 'are', 'good', 'bc', 'they', 'are', 'soft', 'and', 'dont', 'irritate']",1.0,0.0,0.0,0.0
"['the', 'book', 'im', 'riteing', 'about', 'wots', 'happond', 'has', 'made', 'them', 'moor', 'angry', 'but', 'im', 'not', 'here', 'to', 'plese', 'man', 'or', 'hide', 'the', 'eval', 'deeds', 'of', 'some']",0.0,0.0,1.0,0.0
"['dont', 'join', '<user>', 'they', 'put', 'the', 'phone', 'down', 'on', 'you', 'talk', 'over', 'you', 'and', 'are', 'rude', 'taking', 'money', 'out', 'of', 'my', 'acc', 'willynilly']",0.0,0.0,1.0,0.0
"['<user>', '<user>', 'sorry', 'to', 'burst', 'the', 'bubble', 'but', 'there', 'was', 'never', 'any', 'illusion']",0.0,1.0,0.0,0.0
"['once', 'again', 'the', 'only', 'thing', 'on', 'my', 'feed', 'is', 'naay', 'raging', 'about', 'something', 'and', 'my', 'brother', 'filling', 'in', 'all', 'the', 'gaps']",0.0,0.0,0.0,1.0
"['<user>', '<user>', 'cmode', 'grimrail', 'made', 'me', 'want', 'to', 'eat', 'angry', 'bees']",0.0,0.0,0.0,1.0
"['my', 'mom', 'cut', 'my', 'phone', 'off', 'and', 'im', 'so', 'furious']",0.0,0.0,0.0,1.0
"['dont', 'chase', 'famenif', 'youre', 'goingnto', 'resent', 'itnwhen', 'it', 'startsnchasing', 'younwrdsmth']",0.0,0.0,1.0,0.0
"['i', 'hate', 'not', 'having', 'the', 'answers', 'i', 'need', 'tomourssuck', 'prayinsnotcancer', 'angry']",0.0,0.0,0.0,1.0
"['so', 'excited', 'to', 'watch', '<user>', 'allstars', 'n', 'rupaul']",1.0,0.0,0.0,0.0
"['so', 'my', 'indian', 'uber', 'driver', 'just', 'called', 'someone', 'the', 'n', 'word', 'if', 'i', 'wasnt', 'in', 'a', 'moving', 'vehicle', 'id', 'have', 'jumped', 'out', 'disgusted']",0.0,0.0,0.0,1.0
"['hudcomedy', 'adamrowe', 'insult', 'slutfaceshlongnugget']",0.0,0.0,1.0,0.0
"['these', 'na', 'kids', 'are', 'relentless']",0.0,1.0,0.0,0.0
"['why', 'mfs', 'so', 'bitter']",0.0,0.0,1.0,0.0
"['like', 'hello', 'i', 'am', 'your', 'first', 'born', 'you', 'must', 'always', 'laugh', 'at', 'my', 'jokes', 'offended']",0.0,0.0,1.0,0.0
"['i', 'really', 'really', 'resent', 'having', 'to', 'go', 'to', 'bed', 'at', 'a', 'sensible', 'hour', 'you', 'guys', 'i', 'want', 'to', 'talk', 'to', 'my', 'people']",0.0,0.0,1.0,0.0
"['<user>', '<user>', 'i', 'have', 'hit', 'a', 'lot', 'of', 'irate', 'villa', 'fans', 'lol']",1.0,0.0,0.0,0.0
"['<user>', 'eh', 'well', 'i', 'can', 'do', 'the', 'sting', 'vs', 'cactus', 'loser', 'leaves', 'wcw', 'match', 'at', 'bash', 'at', 'the', 'beach', 'lol']",0.0,1.0,0.0,0.0
"['i', 'had', 'golden', 'ocean', 'the', 'other', 'day', 'it', 'was', 'lush', 'then', 'i', 'gagged', 'and', 'was', 'sick', 'what', 'a', 'waste', 'of', 'i', 'was', 'fuming', '<user>', 'i', 'miss', 'you']",0.0,0.0,0.0,1.0
"['gotta', 'wonder', 'why', 'caller', 'max', 'listens', 'to', 'the', 'show', 'in', 'the', 'first', 'place', 'if', 'you', 'so', 'incense', 'him', '<user>']",1.0,0.0,0.0,0.0
"['thou', 'wilt', 'be', 'as', 'valiant', 'as', 'the', 'wrathful', 'dove', 'or', 'most', 'magnanimous', 'mouse', 'william', 'shakesphere']",0.0,1.0,0.0,0.0
"['a', 'black', 'female', 'leo', 'was', 'shot', 'times', 'and', 'died', 'in', 'philadelphia', 'wheres', 'the', 'outrage', 'black', 'people', '<user>', 'sharpton', 'blm', 'thefive']",0.0,0.0,1.0,0.0
"['now', 'they', 'fret', 'about', 'scuffs', 'ill', 'take', 'scuffs', 'whichcome', 'in', 'for', 'a', 'phone', 'i', 'can', 'use', 'wet', 'handed', 'or', 'drop', 'in', 'a', 'toilet', 'any', 'day']",0.0,1.0,0.0,0.0
"['i', 'need', 'all', 'your', 'attention', 'if', 'i', 'dont', 'ill', 'pout']",0.0,0.0,1.0,0.0
"['i', 'believe', 'im', 'gonna', 'start', 'singing', 'in', 'my', 'snap', 'stories', 'on', 'the', 'tractor', 'switch', 'it', 'up', 'a', 'little', 'bit']",1.0,0.0,0.0,0.0
"['<user>', 'please', 'tell', 'us', 'why', 'protesting', 'injustice', 'requires', 'burning', 'beating', 'and', 'looting', 'terrible', 'optics', 'toussaintromain', 'is', 'true', 'leader']",0.0,0.0,0.0,1.0
"['people', 'you', 'need', 'to', 'look', 'up', 'the', 'definition', 'of', 'protest', 'what', 'you', 'are', 'doing', 'is', 'not', 'protesting', 'is', 'called', 'vandalism', 'stop']",0.0,0.0,0.0,1.0
"['bored', 'rn', 'leave', 'kiksnapchat', 'kik', 'kikme', 'kikmessage', 'boredaf', 'bored', 'snapchatme', 'snapchat', 'country', 'countrygirl']",1.0,0.0,0.0,0.0
"['that', 'feel', 'when', 'you', 'travel', 'miles', 'to', 'pick', 'up', 'a', 'form', 'that', 'arrives', 'in', 'the', 'post', 'two', 'days', 'after', 'you', 'leave', 'fume']",0.0,0.0,0.0,1.0
"['<user>', 'happy', 'birthday', 'to', 'my', 'seed', 'renewtherivalry', 'imyourdaddy', 'cantbeatme', 'madden', 'tater']",1.0,0.0,0.0,0.0
"['<user>', 'well', 'have', 'a', 'ceremony', 'next', 'time', 'we', 'meet', 'itll', 'involve', 'burning', 'something', 'then', 'possibly', 'booze', 'andor', 'caffeine']",0.0,1.0,0.0,0.0
"['<user>', '<user>', 'i', 'need', 'it', 'today', 'do', 'u', 'know', 'how', 'many', 'fuckin', 'french', 'plaits', 'i', 'had', 'to', 'do', 'this', 'morn', 'with', 'a', 'stroppy', 'yr', 'old']",0.0,0.0,0.0,1.0
"['a', 'yr', 'old', 'man', 'threw', 'a', 'saucepan', 'of', 'boiling', 'water', 'at', 'a', 'garda', 'amp', 'then', 'hit', 'the', 'garda', 'with', 'the', 'shaft', 'of', 'a', 'brushletterkenny', 'district', 'court']",0.0,1.0,0.0,0.0
"['jv', 'girls', 'earn', 'the', 'w', 'vs', 'stonington', 'today', 'goals', 'by', 'k', 'waite', 'and', 's', 'winakor', '<user>', 'assist', '<user>']",1.0,0.0,0.0,0.0
"['<user>', 'broadband', 'is', 'shocking', 'regretting', 'signing', 'up', 'now', 'angry', 'shouldofgonewithvirgin']",0.0,0.0,0.0,1.0
"['what', 'the', 'fuck', 'am', 'i', 'supposed', 'to', 'do', 'with', 'no', 'lunch', 'no', 'dinner', 'no', 'money', 'and', 'im', 'off', 'to', 'work', 'hangry', 'day']",0.0,0.0,0.0,1.0
"['<user>', 'fury', 'road']",0.0,1.0,0.0,0.0
"['i', 'wish', 'the', 'next', 'madden', 'has', 'a', 'story', 'mode', 'too', 'just', 'like', 'fifa']",1.0,0.0,0.0,0.0
"['i', 'already', 'gets', 'aggravated', 'too', 'fast', 'like', 'why', 'aggravate', 'me', 'on', 'purpose']",0.0,0.0,1.0,0.0
"['yo', 'gurls', 'dm', 'for', 'a', 'tribute', 'snapme', 'dm', 'nudes', 'tribute', 'cumtribute', 'cock', 'snap', 'cum', 'swallow']",1.0,0.0,0.0,0.0
"['<user>', '<user>', 'oh', 'the', 'zombie', 'rage']",1.0,0.0,0.0,0.0
"['circle', 'k', 'is', 'dead', 'to', 'me', 'i', 'hate', 'your', 'new', 'slushie', 'machine', 'livid']",0.0,0.0,0.0,1.0
"['<user>', 'i', 'did', 'that', 'days', 'later', 'my', 'order', 'isnt', 'even', 'in', 'the', 'same', 'postcode', 'as', 'me', 'fuming']",0.0,0.0,0.0,1.0
"['<user>', 'delays', 'from', 'streatham', 'cmn', 'to', 'clap', 'junc', 'amp', 'now', 'train', 'took', 'mins', 'for', 'mins', 'journey', 'missed', 'trains', 'to', 'reading', 'fuming']",0.0,0.0,0.0,1.0
"['we', 'are', 'raging', 'angry', 'bil', 'for', 'pro', 'liarsactors', 'the', 'most', 'useless', 'people', 'in', 'america', 'where', 'is', 'ours', 'for', 'working', 'x', 'harder', '<user>']",0.0,0.0,0.0,1.0
"['never', 'make', 'a', 'decision', 'when', 'you', 'are', 'angry', 'gtlt', 'and', 'never', 'make', 'a', 'promis', 'when', 'you', 'are', 'happy']",0.0,0.0,1.0,0.0
"['i', 'almost', 'feel', 'offended', 'that', 'she', 'thinks', 'thats', 'a', 'big', 'deal', 'shes', 'knows', 'ill', 'literally', 'do', 'anything', 'for', 'her', 'or', 'kai']",0.0,0.0,1.0,0.0
"['grateful', 'for', 'all', 'the', 'hungry', 'people', 'in', 'my', 'life', 'hungry', 'to', 'learn', 'change', 'grow', 'help', 'etc', 'not', 'sure', 'anybody', 'has', 'it', 'better', 'relentless']",1.0,0.0,0.0,0.0
