Tweet,0,1,2,3,4,5,6,7
"['me', 'being', 'on', 'my', 'dean', 'really', 'saving', 'a', 'lot', 'of', 'ppl', 'bc', 'i', 'dont', 'snap', 'nomore', 'amp', 'it', 'take', 'so', 'much', 'out', 'of', 'me']",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"['who', 'knew', 'softballs', 'could', 'sting', 'so', 'bad', 'jimmy', 'fallon', 'has', 'been', 'under', 'a', 'lot', 'of', 'heat', 'for', 'his', 'ampldquosoftballamprdquo', 'donald', 'trump', 'interview']",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"['women', 'dont', 'like', 'girls', 'because', 'we', 'resent', 'them', 'for', 'looking', 'so', 'greatwe', 'wish', 'we', 'still', 'looked', 'like', 'that']",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"['wheres', 'your', 'outrage', 'that', 'your', 'party', 'nominated', 'a', 'lying', 'corrupt', 'person', 'and', 'received', 'donations', 'from', 'nations', 'who', 'support', 'terror']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"['i', 'swear', 'i', 'got', 'anger', 'issues', 'but', 'my', 'heart', 'big', 'af']",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"['tierney', 'reaches', 'a', 'deep', 'cross', 'to', 'the', 'back', 'post', 'and', 'plays', 'it', 'back', 'across', 'but', 'the', 'alloa', 'defence', 'clear', 'celtic', 'relentless', 'here']",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"['this', 'is', 'a', 'joke']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"['i', 'just', 'love', 'it', 'when', 'people', 'make', 'plans', 'for', 'me', 'without', 'actually', 'including', 'me', 'in', 'this', 'process']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"['be', 'quick', 'to', 'slow', 'to', 'and', 'slow', 'to']",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"['itll', 'be', 'like', 'burning', 'rap', 'albums', 'theyll', 'have', 'to', 'buy', 'it', 'first', 'but', 'gosh', 'darn', 'it', 'they', 'have', 'to', 'get', 'rid', 'of', 'it']",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"['haha', 'actually', 'after', 'the', 'doggies', 'im', 'barracking', 'for', 'anyone', 'but', 'gws']",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"['yuuuhh', 'plus', 'clin', 'ep', 'and', 'prevmed', 'ugghhh', 'hahaha']",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"['my', 'wasp', 'sting', 'is', 'so', 'itchy']",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"['grateful', 'for', 'all', 'the', 'hungry', 'people', 'in', 'my', 'life', 'hungry', 'to', 'learn', 'change', 'grow', 'help', 'etc', 'not', 'sure', 'anybody', 'has', 'it', 'better']",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"['don', 'king', 'is', 'an', 'insult', 'to', 'the', 'intelligence', 'of', 'the', 'black', 'community', 'what', 'are', 'these', 'people', 'thinking']",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"['girouds', 'beard', 'is', 'making', 'me', 'angry']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"['ill', 'be', 'honest', 'i', 'hope', 'that', 'annoying', 'southern', 'bint', 'with', 'the', 'look', 'at', 'me', 'pout', 'goes', 'out', 'this', 'week', 'selasi']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"['well', 'not', 'archie', 'no', 'offense', 'but', 'hes', 'kinda', 'old']",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"['wow', 'not', 'heard', 'this', 'in', 'forever', 'random', 'but', 'great']",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"['me', 'and', 'these', 'burns', 'that', 'i', 'pick', 'up', 'off', 'the', 'pitches', 'dont', 'get', 'on', 'at', 'all', 'like']",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"['icq', 'is', 'just', 'making', 'me', 'mad']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"['if', 'angry', 'bash', 'out', 'your', 'frustration', 'on', 'the', 'pastry']",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"['than', 'straight', 'people', 'even', 'the', 'arse', 'straight', 'guys', 'who', 'think', 'that', 'means', 'a', 'threesome', 'is', 'fine']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"['oh', 'daaaaaaamn']",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"['oh', 'dear', 'i', 'have', 'to', 'watch', 'this', 'the', 'woman', 'with', 'the', 'pout', 'did', 'well']",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"['he', 'totally', 'knew', 'about', 'it', 'trump', 'finally', 'gets', 'revenge', 'for', 'his', 'soninlaws', 'prosecutionimprisonment', 'and', 'throws', 'christie', 'under', 'the', 'bus']",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"['decorations', 'are', 'up', 'all', 'over', 'jersey', 'already']",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"['were', 'going', 'to', 'get', 'city', 'in', 'the', 'next', 'round', 'for', 'a', 'revenge']",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"['or', 'in', 'my', 'case', 'a', 'raging', 'moody', 'cow', 'lol', 'why', 'i', 'buy', 'moody', 'cow', 'socks', 'lol']",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"['no', 'respect', 'for', 'people', 'who', 'force', 'their', 'opinions', 'on', 'to', 'others', 'yet', 'get', 'offended', 'when', 'someone', 'does', 'the', 'same', 'to', 'them']",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"['heres', 'a', 'tip', 'for', 'everyone', 'stop', 'being', 'offended', 'end']",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"['why', 'to', 'have', 'vanity', 'sizesnow', 'sizes', 'sxsevenxxs', 'sometimes', 'are', 'too', 'big', 'wtf', 'dear', 'corporate', 'jerks', 'lithuania', 'didnt', 'need', 'this']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"['ultimately', 'wasnt', 'the', 'man', 'they', 'were', 'there', 'to', 'hand', 'an', 'arrest', 'warrant', 'to', 'thats', 'what', 'we', 'know', 'thats', 'enough', 'to', 'cause', 'outrage']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"['i', 'genuinely', 'think', 'i', 'have', 'anger', 'issues']",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"['nick', 'said', 'hes', 'territorial', 'and', 'hell', 'growl', 'if', 'someone', 'gets', 'too', 'close', 'to', 'me']",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"['just', 'by', 'getting', 'lost', 'i', 'dont', 'want', 'to', 'see', 'you', 'in', 'my', 'eyes', 'hungary', 'huffed', 'and', 'crossed', 'her', 'arms', 'looking', 'away', 'angrily']",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"['in', 'fact', 'sometimes', 'i', 'dont', 'get', 'furious', 'at', 'people', 'who', 'wrong', 'me', 'but', 'i', 'get', 'furious', 'at', 'myself', 'for', 'being', 'a', 'fool']",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"['good', 'luck', 'to', 'all', 'furyhaney', 'players', 'playing', 'this', 'weekend', 'at', 'the', 'future', 'stars', 'showcase', 'in', 'frisco', 'tx']",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"['when', 'you', 'forget', 'to', 'mention', 'you', 'were', 'bought', 'dreamboys', 'tickets']",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"['all', 'this', 'from', 'a', 'cigarette', 'burning', 'in', 'lauras', 'hand', 'the', 'angle', 'of', 'her', 'chin', 'the', 'purse', 'of', 'her', 'lips', 'gorgeous']",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"['so', 'rangers', 'v', 'celtic', 'll']",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"['can', 'withdraw', 'to', 'a', 'quiet', 'place', 'after', 'being', 'hurt', 'only', 'to', 'think', 'of', 'a', 'plan', 'to', 'sting', 'back']",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"['haha', 'actually', 'after', 'the', 'doggies', 'im', 'barracking', 'for', 'anyone', 'but', 'gws']",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"['i', 'personally', 'liked', 'didnt', 'get', 'ndoes', 'nothing', 'till', 'a', 'puck', 'drops']",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"['i', 'can', 'see', 'how', 'this', 'will', 'endnin', 'all', 'its', 'bitter', 'tragedynill', 'give', 'you', 'all', 'i', 'have', 'to', 'spendnand', 'youll', 'give', 'nothing', 'back', 'to', 'me']",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"['tonights', 'episode', 'gave', 'me', 'life', 'yaassss', 'queens']",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"['you', 'complain', 'all', 'the', 'time', 'and', 'then', 'wonder', 'why', 'people', 'never', 'want', 'to', 'see', 'you', 'you', 'acc', 'rile', 'me', 'up', 'stfuuu']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"['everything', 'i', 'see', 'of', 'american', 'police', 'training', 'seems', 'calculated', 'to', 'trample', 'human', 'dignity', 'inflame', 'outrage', 'and', 'escalate', 'confrontations']",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"['i', 'wanna', 'kill', 'you', 'and', 'destroy', 'you', 'i', 'want', 'you', 'died', 'and', 'i', 'want', 'flint', 'back']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"['thanks', 'for', 'saying', 'my', 'wife', 'and', 'i', 'were', 'getting', 'our', 'iphones', 'today', 'and', 'then', 'losing', 'both', 'of', 'them', 'with', 'no', 'eta']",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"['i', 'did', 'that', 'days', 'later', 'my', 'order', 'isnt', 'even', 'in', 'the', 'same', 'postcode', 'as', 'me']",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"['i', 'dont', 'think', 'monalisa', 'has', 'respect', 'for', 'anyone', 'but', 'herself', 'i', 'think', 'shell', 'ruffle', 'a', 'few', 'feathers']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"['another', 'loss', 'to', 'city', 'in', 'the', 'cup', 'next', 'cmon', 'united']",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"['so', 'im', 'not', 'being', 'shady', 'but', 'one', 'of', 'jongdaes', 'ex', 'rumoured', 'girlfriends', 'is', 'going', 'on', 'wgm', 'im', 'not', 'saying', 'im', 'over', 'joyed', 'but', 'im', 'over', 'joyed']",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"['unbelievable', 'takes', 'minutes', 'to', 'get', 'through', 'to', 'then', 'theres', 'a', 'fault', 'and', 'the', 'call', 'hangs', 'up']",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"['i', 'dont', 'know', 'wasnt', 'punk', 'mostly', 'about', 'white', 'men', 'throwing', 'tantrums']",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"['skipping', 'meals', 'is', 'the', 'national', 'way', 'of', 'showing', 'and']",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"['hes', 'stupid', 'i', 'hate', 'him', 'lol']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"['sums', 'it', 'up', 'congrats', 'nicole', 'thats', 'all', 'folks', 'now', 'onto']",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"['any', 'time', 'a', 'man', 'who', 'got', 'paid', 'to', 'throw', 'temper', 'tantrums', 'speaks', 'up', 'you', 'gotta', 'listen']",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"['i', 'wonder', 'what', 'would', 'happen', 'if', 'i', 'were', 'to', 'tell', 'some', 'people', 'the', 'truth']",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"['cheap', 'pout', 'my', 'brodcast']",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"['houston', 'might', 'lose', 'a', 'coach', 'tomorrow', 'or', 'by', 'midnight']",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"['has', 'turned', 'into', 'a', 'rather', 'fiery', 'gg', 'radical']",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"['this', 'man', 'is', 'an', 'affront', 'to', 'our', 'justice', 'system']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"['when', 'youve', 'still', 'got', 'a', 'whole', 'season', 'of', 'wentworth', 'to', 'watch', 'and', 'a', 'stupid', 'cunt', 'in', 'work', 'ruins', 'it', 'for', 'us']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"['wow', 'i', 'just', 'realized', 'how', 'much', 'of', 'a', 'sexist', 'pig', 'i', 'am', 'i', 'am', 'truly', 'sorry', 'to', 'anyone', 'i', 'offended']",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"['howard', 'webb', 'always', 'held', 'up', 'as', 'knowing', 'the', 'answers', 'no', 'red', 'sutton', 'and', 'craigan', 'raging', 'hahaha']",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"['with', 'a', 'frown', 'she', 'lets', 'out', 'a', 'distraught', 'gardevoir', 'saying', 'that', 'she', 'wishes', 'she', 'had', 'a', 'trainer']",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"['some', 'of', 'the', 'casuals', 'tweets', 'that', 'vic', 'has', 'faved', 'are', 'making', 'me', 'gag']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"['terence', 'got', 'a', 'lot', 'of', 'anger', 'issues', 'from', 'my', 'family', 'and', 'school']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"['hes', 'spent', 'his', 'campaign', 'dividing', 'people', 'up', 'and', 'pitting', 'them', 'against', 'each', 'other', 'his', 'message', 'is', 'to', 'fear', 'and', 'resent', 'the', 'other']",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"['she', 'was', 'winning', 'this', 'war', 'that', 'had', 'been', 'raging', 'on', 'inside', 'of', 'his', 'mind', 'the', 'desire', 'and', 'love', 'all', 'rolling', 'into', 'something', 'he']",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
['jared'],1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"['you', 'came', 'in', 'at', 'silly', 'oclock', 'and', 'woke', 'me', 'up', 'thats', 'what', 'happened']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"['finally', 'uploaded', 'the', 'file', 'i', 'needed', 'to', 'the', 'university', 'servers', 'drop', 'box', 'it', 'took', 'like', 'half', 'an', 'hour', 'and', 'a', 'lot', 'of', 'cursing', 'and', 'anger', 'on', 'my', 'part']",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"['my', 'nephew', 'sees', 'that', 'i', 'have', 'a', 'frown', 'on', 'my', 'face', 'and', 'he', 'tells', 'me', 'youre', 'beautiful']",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"['actually', 'be', 'arsed', 'with', 'my', 'sister', 'sometimes', 'she', 'controls', 'the', 'tv', 'of', 'the', 'time', 'and', 'when', 'i', 'watch', 'one', 'thing', 'she', 'gets', 'in', 'a', 'huff']",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"['just', 'to', 'help', 'maintain', 'and', 'boost', 'our', 'status', 'as', 'a', 'world', 'class', 'centre', 'for', 'education', 'culture', 'and', 'tolerance']",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"['theres', 'this', 'bpharm', 'guy', 'eish', 'that', 'guy', 'brings', 'anger', 'into', 'my', 'life', 'when', 'i', 'see', 'him', 'nje', 'like', 'darkness', 'fills', 'me', 'will', 'know']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"['says', 'who', 'are', 'you', 'to', 'compared', 'me', 'with', 'the', 'others', 'im', 'just', 'human']",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"['no', 'nipples', 'dont', 'offend', 'me', 'lol', 'but', 'its', 'sad', 'to', 'me', 'to', 'see', 'women', 'purposely', 'flauntingsexualizing', 'their', 'own', 'bodies', 'in', 'a', 'very', 'immodest', 'way']",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"['i', 'hope', 'my', 'hustle', 'dont', 'offend', 'nobody']",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"['ramos', 'does', 'what', 'he', 'does', 'best', 'burning', 'haters', 'with', 'his', 'head']",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"['i', 'wasnt', 'meaning', 'to', 'offend', 'you', 'i', 'was', 'saying', 'from', 'personal', 'experience', 'kids', 'got', 'placed', 'into', 'these', 'classes', 'and', 'they', 'take', 'advantage']",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"['if', 'my', 'luck', 'the', 'rest', 'of', 'fall', 'goes', 'anything', 'like', 'today', 'i', 'think', 'im', 'going', 'to', 'like', 'this', 'season']",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"['follow', 'me', 'on', 'snapchat', 'carlabtst']",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"['if', 'it', 'hurts', 'too', 'much', 'to', 'eat', 'i', 'read', 'somewhere', 'that', 'marshmallows', 'are', 'good', 'bc', 'they', 'are', 'soft', 'and', 'dont', 'irritate']",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"['the', 'book', 'im', 'riteing', 'about', 'wots', 'happond', 'has', 'made', 'them', 'moor', 'angry', 'but', 'im', 'not', 'here', 'to', 'plese', 'man', 'or', 'hide', 'the', 'eval', 'deeds', 'of', 'some']",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"['dont', 'join', 'they', 'put', 'the', 'phone', 'down', 'on', 'you', 'talk', 'over', 'you', 'and', 'are', 'rude', 'taking', 'money', 'out', 'of', 'my', 'acc', 'willynilly']",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"['sorry', 'to', 'burst', 'the', 'bubble', 'but', 'there', 'was', 'never', 'any', 'illusion']",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"['once', 'again', 'the', 'only', 'thing', 'on', 'my', 'feed', 'is', 'naay', 'raging', 'about', 'something', 'and', 'my', 'brother', 'filling', 'in', 'all', 'the', 'gaps']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"['cmode', 'grimrail', 'made', 'me', 'want', 'to', 'eat', 'angry', 'bees']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"['my', 'mom', 'cut', 'my', 'phone', 'off', 'and', 'im', 'so', 'furious']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"['dont', 'chase', 'famenif', 'youre', 'goingnto', 'resent', 'itnwhen', 'it', 'startsnchasing', 'younwrdsmth']",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"['i', 'hate', 'not', 'having', 'the', 'answers', 'i', 'need']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"['so', 'excited', 'to', 'watch', 'n']",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"['so', 'my', 'indian', 'uber', 'driver', 'just', 'called', 'someone', 'the', 'n', 'word', 'if', 'i', 'wasnt', 'in', 'a', 'moving', 'vehicle', 'id', 'have', 'jumped', 'out']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
['slutfaceshlongnugget'],1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"['these', 'na', 'kids', 'are', 'relentless']",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"['why', 'mfs', 'so', 'bitter']",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"['like', 'hello', 'i', 'am', 'your', 'first', 'born', 'you', 'must', 'always', 'laugh', 'at', 'my', 'jokes']",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"['i', 'really', 'really', 'resent', 'having', 'to', 'go', 'to', 'bed', 'at', 'a', 'sensible', 'hour', 'you', 'guys', 'i', 'want', 'to', 'talk', 'to', 'my', 'people']",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"['i', 'have', 'hit', 'a', 'lot', 'of', 'irate', 'villa', 'fans', 'lol']",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"['eh', 'well', 'i', 'can', 'do', 'the', 'sting', 'vs', 'cactus', 'loser', 'leaves', 'wcw', 'match', 'at', 'bash', 'at', 'the', 'beach', 'lol']",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"['i', 'had', 'golden', 'ocean', 'the', 'other', 'day', 'it', 'was', 'lush', 'then', 'i', 'gagged', 'and', 'was', 'sick', 'what', 'a', 'waste', 'of', 'i', 'was', 'fuming', 'i', 'miss', 'you']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"['gotta', 'wonder', 'why', 'caller', 'max', 'listens', 'to', 'the', 'show', 'in', 'the', 'first', 'place', 'if', 'you', 'so', 'incense', 'him']",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"['thou', 'wilt', 'be', 'as', 'valiant', 'as', 'the', 'wrathful', 'dove', 'or', 'most', 'magnanimous', 'mouse', 'william', 'shakesphere']",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"['a', 'black', 'female', 'leo', 'was', 'shot', 'times', 'and', 'died', 'in', 'philadelphia', 'wheres', 'the', 'black', 'people']",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"['now', 'they', 'fret', 'about', 'scuffs', 'ill', 'take', 'scuffs', 'whichcome', 'in', 'for', 'a', 'phone', 'i', 'can', 'use', 'wet', 'handed', 'or', 'drop', 'in', 'a', 'toilet', 'any', 'day']",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"['i', 'need', 'all', 'your', 'attention', 'if', 'i', 'dont', 'ill', 'pout']",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"['i', 'believe', 'im', 'gonna', 'start', 'singing', 'in', 'my', 'snap', 'stories', 'on', 'the', 'tractor', 'switch', 'it', 'up', 'a', 'little', 'bit']",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"['please', 'tell', 'us', 'why', 'protesting', 'injustice', 'requires', 'and', 'terrible', 'optics', 'is', 'true', 'leader']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"['people', 'you', 'need', 'to', 'look', 'up', 'the', 'definition', 'of', 'protest', 'what', 'you', 'are', 'doing', 'is', 'not', 'protesting', 'is', 'called', 'vandalism']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"['bored', 'rn', 'leave', 'kiksnapchat']",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"['that', 'feel', 'when', 'you', 'travel', 'miles', 'to', 'pick', 'up', 'a', 'form', 'that', 'arrives', 'in', 'the', 'post', 'two', 'days', 'after', 'you', 'leave']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"['happy', 'birthday', 'to', 'my', 'seed']",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"['well', 'have', 'a', 'ceremony', 'next', 'time', 'we', 'meet', 'itll', 'involve', 'burning', 'something', 'then', 'possibly', 'booze', 'andor', 'caffeine']",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"['i', 'need', 'it', 'today', 'do', 'u', 'know', 'how', 'many', 'fuckin', 'french', 'plaits', 'i', 'had', 'to', 'do', 'this', 'morn', 'with', 'a', 'stroppy', 'yr', 'old']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"['a', 'yr', 'old', 'man', 'threw', 'a', 'saucepan', 'of', 'boiling', 'water', 'at', 'a', 'garda', 'amp', 'then', 'hit', 'the', 'garda', 'with', 'the', 'shaft', 'of', 'a', 'brushletterkenny', 'district', 'court']",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"['jv', 'girls', 'earn', 'the', 'w', 'vs', 'stonington', 'today', 'goals', 'by', 'k', 'waite', 'and', 's', 'winakor', 'assist']",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"['broadband', 'is', 'shocking', 'regretting', 'signing', 'up', 'now']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"['what', 'the', 'fuck', 'am', 'i', 'supposed', 'to', 'do', 'with', 'no', 'lunch', 'no', 'dinner', 'no', 'money', 'and', 'im', 'off', 'to', 'work']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"['fury', 'road']",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
